GEO,REF_DATE,Statistics,UID,VALUE
"Tavistock, Ontario, municipal [35288]",1998,Crime severity index,,75.67
"Stratford, Ontario, municipal [35281]",2006,Crime severity index,,75.7
"Little Current (Manitoulin), Ontario, Ontario Provincial Police, rural [35572]",2020,Crime severity index,,75.71
"Kingston, Ontario, Ontario Provincial Police, municipal [35460]",1998,Crime severity index,,75.73
"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]",2000,Crime severity index,,75.76
"North Bay, Ontario, municipal [35197]",2004,Crime severity index,,75.77
"Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal [35022]",2010,Crime severity index,,75.78
"Prescott, Ontario, municipal [35243]",2002,Crime severity index,,75.81
"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal [35476]",2000,Crime severity index,,75.83
"Woodstock, Ontario, municipal [35013]",2008,Crime severity index,,75.83
"Timmins, Ontario, municipal [35289]",2003,Crime severity index,406,75.86
"Quinte West, Ontario, Ontario Provincial Police, municipal [35159]",2006,Crime severity index,,75.86
"Owen Sound, Ontario, municipal [35212]",2006,Crime severity index,,75.88
"Woodstock, Ontario, municipal [35013]",2020,Crime severity index,,75.88
"Grey Bruce (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35489]",2004,Crime severity index,,75.97
"Niagara Region (St. Catharines), Ontario, municipal [35196]",2009,Crime severity index,,75.97
"Noelville (Warren/Killarney), Ontario, Ontario Provincial Police, rural [35675]",2014,Crime severity index,,76.18
"St. Thomas, Ontario, municipal [35258]",2003,Crime severity index,,76.2
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2008,Crime severity index,,76.23
"Cobourg, Ontario, municipal [35071]",2001,Crime severity index,,76.27
"Cornwall, Ontario, municipal [35076]",2015,Crime severity index,,76.29
"Almaguin Highlands, Ontario, Ontario Provincial Police, rural [35659]",2018,Crime severity index,,76.3
"Bancroft, Ontario, Ontario Provincial Police, rural [35553]",2013,Crime severity index,,76.31
"Norfolk County, Ontario, Ontario Provincial Police, municipal [35070]",2001,Crime severity index,,76.32
"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal [35091]",2001,Crime severity index,,76.34
"Sudbury (West Nipissing), Ontario, Ontario Provincial Police, municipal [35284]",2002,Crime severity index,,76.35
"Sudbury (West Nipissing), Ontario, Ontario Provincial Police, municipal [35284]",2000,Crime severity index,,76.37
"Clinton, Ontario, Ontario Provincial Police, municipal [35479]",2002,Crime severity index,,76.41
"Woodstock, Ontario, municipal [35013]",2006,Crime severity index,,76.42
"London, Ontario, municipal [35162]",2016,Crime severity index,,76.47
"North Bay (Powassan), Ontario, Ontario Provincial Police, municipal [35068]",1999,Crime severity index,,76.5
"Woodstock, Ontario, municipal [35013]",2002,Crime severity index,,76.52
"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal [35091]",2000,Crime severity index,,76.54
"Belleville, Ontario, municipal [35027]",2018,Crime severity index,,76.56
"North Bay, Ontario, Ontario Provincial Police, rural [35565]",2006,Crime severity index,,76.57
"Southern Georgian Bay (Midland), Ontario, Ontario Provincial Police, municipal [35177]",2018,Crime severity index,,76.59
"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal [35221]",2019,Crime severity index,,76.64
"Listowel, Ontario, municipal [35158]",1998,Crime severity index,,76.65
"Windsor, Ontario, municipal [35331]",2014,Crime severity index,431,76.66
"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]",2020,Crime severity index,,76.66
"Quinte West, Ontario, Ontario Provincial Police, municipal [35159]",2005,Crime severity index,,76.7
"Timmins, Ontario, municipal [35289]",2005,Crime severity index,,76.73
"Dryden, Ontario, municipal [35084]",2008,Crime severity index,,76.73
"Akwesasne Mohawk, Ontario, municipal [35002]",2013,Crime severity index,,76.76
"East Algoma (Thessalon), Ontario, Ontario Provincial Police, municipal [35057]",2004,Crime severity index,,76.78
"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal [35075]",2000,Crime severity index,,76.8
"Barrie, Ontario, municipal [35021]",2007,Crime severity index,,76.81
"Stratford, Ontario, municipal [35281]",2000,Crime severity index,,76.83
"Sarnia, Ontario, municipal [35261]",2012,Crime severity index,,76.84
"Perth County (North Perth), Ontario, Ontario Provincial Police, municipal [35069]",2008,Crime severity index,,76.86
"London, Ontario, municipal [35162]",2013,Crime severity index,,76.86
"Sarnia, Ontario, municipal [35261]",2014,Crime severity index,,76.91
"Sarnia, Ontario, municipal [35261]",2020,Crime severity index,,76.92
"Guelph, Ontario, municipal [35123]",2001,Crime severity index,,76.93
Ontario [35],2005,Crime severity index,,76.96
"Thunder Bay, Ontario, Ontario Provincial Police, rural [35585]",2013,Crime severity index,,77.11
"Frontenac (Sharbot Lake), Ontario, Ontario Provincial Police, rural [35551]",2016,Crime severity index,,77.13
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2009,Crime severity index,,77.14
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2019,Crime severity index,,77.16
"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]",2013,Crime severity index,,77.21
"Sarnia, Ontario, municipal [35261]",1999,Crime severity index,,77.27
"Temiskaming, Ontario, Ontario Provincial Police, rural [35660]",2006,Crime severity index,,77.29
"Durham Region (Oshawa/Whitby/Ajax), Ontario, municipal [35206]",2001,Crime severity index,,77.35
"James Bay, Ontario, Ontario Provincial Police, rural [35211]",2017,Crime severity index,,77.37
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2020,Crime severity index,,77.39
"Norfolk County, Ontario, Ontario Provincial Police, municipal [35070]",2000,Crime severity index,,77.4
"Kawartha Lakes, Ontario, municipal [35157]",2014,Crime severity index,,77.43
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",2001,Crime severity index,,77.48
"Ottawa, Ontario, municipal [35010]",2007,Crime severity index,,77.48
"Owen Sound, Ontario, municipal [35212]",2016,Crime severity index,,77.48
"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]",2003,Crime severity index,,77.48
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2007,Crime severity index,,77.48
"London, Ontario, municipal [35162]",2014,Crime severity index,,77.48
"Lennox and Addington County, Ontario, Ontario Provincial Police, rural [35552]",2020,Crime severity index,,77.48
"Lakefield, Ontario, municipal [35154]",1998,Crime severity index,,77.48
"Brantford, Ontario, municipal [35042]",2014,Crime severity index,28,77.49
"Kingston, Ontario, municipal [35151]",2019,Crime severity index,,77.52
"Central Hastings, Ontario, Ontario Provincial Police, rural [35550]",2010,Crime severity index,,77.57
"Dryden, Ontario, municipal [35084]",2010,Crime severity index,,77.63
"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal [35063]",2007,Crime severity index,,77.7
"Sault Ste. Marie, Ontario, municipal [35262]",2016,Crime severity index,,77.72
"Lanark County (Drummond-North Elmsley), Ontario, Ontario Provincial Police, rural [35555]",2005,Crime severity index,,77.77
"Akwesasne Mohawk, Ontario, municipal [35002]",2020,Crime severity index,,77.79
"Prescott, Ontario, municipal [35243]",2001,Crime severity index,,77.8
"Port Hope, Ontario, municipal [35235]",2002,Crime severity index,,77.83
"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal [35117]",2017,Crime severity index,,77.83
"East Algoma (Thessalon), Ontario, Ontario Provincial Police, municipal [35057]",2017,Crime severity index,,77.85
"Kenora, Ontario, Ontario Provincial Police, municipal [35150]",2013,Crime severity index,,77.89
"Waterloo Region (Kitchener), Ontario, municipal [35291]",2005,Crime severity index,,77.9
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2020,Crime severity index,,77.91
"Dryden, Ontario, Ontario Provincial Police, rural [35592]",2010,Crime severity index,,77.94
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",2010,Crime severity index,,77.97
"Sarnia, Ontario, municipal [35261]",2011,Crime severity index,,77.97
"Waterloo Region (Kitchener), Ontario, municipal [35291]",2003,Crime severity index,,77.99
"North Bay, Ontario, municipal [35197]",2001,Crime severity index,,78.1
"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal [35063]",2001,Crime severity index,,78.13
"Sarnia, Ontario, municipal [35261]",2010,Crime severity index,,78.15
"Leeds County (Rideau Lakes), Ontario, Ontario Provincial Police, municipal [35034]",2000,Crime severity index,,78.18
Ontario [35],2004,Crime severity index,,78.2
"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal [35015]",2013,Crime severity index,,78.26
"Sarnia, Ontario, municipal [35261]",2005,Crime severity index,,78.37
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2012,Crime severity index,,78.43
"Hanover, Ontario, municipal [35005]",2001,Crime severity index,,78.49
"Sudbury, Ontario, Ontario Provincial Police, rural [35570]",2014,Crime severity index,,78.5
"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]",2006,Crime severity index,,78.55
Ontario [35],2006,Crime severity index,,78.57
"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal [35221]",2018,Crime severity index,,78.6
"Peterborough, Ontario, municipal [35222]",2009,Crime severity index,,78.61
"London, Ontario, municipal [35162]",2017,Crime severity index,,78.64
"St. Thomas, Ontario, municipal [35258]",2005,Crime severity index,,78.66
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",2007,Crime severity index,,78.66
"James Bay, Ontario, Ontario Provincial Police, rural [35211]",2014,Crime severity index,,78.69
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2018,Crime severity index,,78.7
"Paris, Ontario, municipal [35214]",1999,Crime severity index,,78.72
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2014,Crime severity index,,78.74
"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal [35058]",2004,Crime severity index,,78.77
"Kingston, Ontario, municipal [35151]",2007,Crime severity index,,78.79
"Dufferin (Orangeville), Ontario, Ontario Provincial Police, municipal [35204]",1999,Crime severity index,,78.81
"Southern Georgian Bay (Midland), Ontario, Ontario Provincial Police, municipal [35177]",2020,Crime severity index,,78.83
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2016,Crime severity index,,78.89
"Greater Sudbury, Ontario, municipal [35290]",2007,Crime severity index,,78.97
"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal [35221]",2014,Crime severity index,,79.1
"Sault Ste. Marie, Ontario, municipal [35262]",2013,Crime severity index,,79.11
"Woodstock, Ontario, municipal [35013]",2001,Crime severity index,,79.13
"Red Lake, Ontario, Ontario Provincial Police, rural [35594]",2013,Crime severity index,,79.14
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2004,Crime severity index,,79.2
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2014,Crime severity index,,79.23
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2015,Crime severity index,,79.26
"East Algoma (Blind River/Thessalon), Ontario, Ontario Provincial Police, rural [35576]",2020,Crime severity index,,79.27
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2003,Crime severity index,,79.33
"Sarnia, Ontario, municipal [35261]",2003,Crime severity index,,79.36
"Waterloo Region (Kitchener), Ontario, municipal [35291]",2006,Crime severity index,,79.4
"Atikokan, Ontario, municipal [35353]",2002,Crime severity index,,79.43
"Greater Sudbury, Ontario, municipal [35290]",2011,Crime severity index,,79.48
"Niagara Region (St. Catharines), Ontario, municipal [35196]",2004,Crime severity index,,79.48
"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal [35215]",2019,Crime severity index,,79.48
"Chatham-Kent, Ontario, municipal [35009]",2020,Crime severity index,,79.48
"Southern Georgian Bay (Georgian Bay), Ontario, Ontario Provincial Police, rural [35544]",2005,Crime severity index,,79.48
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2014,Crime severity index,,79.48
"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal [35481]",2000,Crime severity index,,79.48
"Gananoque, Ontario, municipal [35114]",2014,Crime severity index,,79.48
"Durham Region (Oshawa/Whitby/Ajax), Ontario, municipal [35206]",1998,Crime severity index,,79.48
"Oxford (Ingersoll), Ontario, Ontario Provincial Police, municipal [35139]",2006,Crime severity index,,79.48
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2000,Crime severity index,,79.49
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2010,Crime severity index,,79.5
"Haliburton Highlands, Ontario, Ontario Provincial Police, rural [35638]",2008,Crime severity index,,79.53
"Port Hope, Ontario, municipal [35235]",2016,Crime severity index,,79.55
"Lennox and Addington County, Ontario, Ontario Provincial Police, rural [35552]",2011,Crime severity index,,79.57
"Kingston, Ontario, municipal [35151]",2018,Crime severity index,,79.58
"Dryden, Ontario, Ontario Provincial Police, rural [35592]",2015,Crime severity index,,79.6
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2006,Crime severity index,,79.61
"Toronto, Ontario, municipal [35304]",2009,Crime severity index,,79.72
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2001,Crime severity index,,79.73
"Huntsville, Ontario, Ontario Provincial Police, rural [35631]",2006,Crime severity index,,79.73
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2012,Crime severity index,,79.73
"Stratford, Ontario, municipal [35281]",2007,Crime severity index,,79.8
"Cobourg, Ontario, municipal [35071]",2000,Crime severity index,,79.81
"Sarnia, Ontario, municipal [35261]",2000,Crime severity index,,79.86
"Brantford, Ontario, municipal [35042]",2015,Crime severity index,,79.87
"Greater Sudbury, Ontario, municipal [35290]",2018,Crime severity index,,79.87
"Peterborough County (North Kawartha), Ontario, Ontario Provincial Police, municipal [35085]",2011,Crime severity index,,79.89
"Niagara Region (St. Catharines), Ontario, municipal [35196]",2007,Crime severity index,,79.92
"Peterborough, Ontario, municipal [35222]",1999,Crime severity index,,81.11
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2002,Crime severity index,,81.15
"Port Hope, Ontario, municipal [35235]",1999,Crime severity index,,81.16
"Lanark County (Drummond-North Elmsley), Ontario, Ontario Provincial Police, rural [35555]",2006,Crime severity index,,81.17
"Kirkland Lake, Ontario, Ontario Provincial Police, municipal [35477]",2014,Crime severity index,,81.18
"Temiskaming Shores, Ontario, municipal [35192]",1998,Crime severity index,,81.21
"Brockville, Ontario, municipal [35046]",2012,Crime severity index,,81.29
"Bancroft, Ontario, Ontario Provincial Police, rural [35553]",2007,Crime severity index,,81.3
"Woodstock, Ontario, municipal [35013]",2019,Crime severity index,,81.3
"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]",2019,Crime severity index,,81.3
"Brockville, Ontario, municipal [35046]",2011,Crime severity index,,81.31
"Brockville, Ontario, municipal [35046]",2015,Crime severity index,,81.31
"Rainy River District (Fort Frances), Ontario, Ontario Provincial Police, municipal [35464]",2010,Crime severity index,,81.36
"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]",2018,Crime severity index,,81.41
"Trenton, Ontario, municipal [35307]",1999,Crime severity index,,81.51
"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal [35164]",2011,Crime severity index,,81.54
"Windsor, Ontario, municipal [35331]",2011,Crime severity index,,81.56
"Peterborough County (Cavan-Millbrook-North Monaghan), Ontario, Ontario Provincial Police, municipal [35024]",2000,Crime severity index,,81.62
"Timmins, Ontario, municipal [35289]",2014,Crime severity index,,81.69
"Thunder Bay (Shuniah), Ontario, Ontario Provincial Police, municipal [35033]",2003,Crime severity index,,81.73
"Sarnia, Ontario, municipal [35261]",2004,Crime severity index,,81.74
"Woodstock, Ontario, municipal [35013]",1999,Crime severity index,,81.78
"Chatham-Kent, Ontario, municipal [35009]",2004,Crime severity index,,81.8
"Sarnia, Ontario, municipal [35261]",2019,Crime severity index,,81.81
"Stratford, Ontario, municipal [35281]",2003,Crime severity index,,81.83
"Peterborough, Ontario, municipal [35222]",2010,Crime severity index,,81.84
"Haliburton Highlands, Ontario, Ontario Provincial Police, rural [35638]",2003,Crime severity index,,81.89
"Peterborough, Ontario, municipal [35222]",2008,Crime severity index,,81.89
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2016,Crime severity index,,81.91
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2011,Crime severity index,,81.93
"Sarnia, Ontario, municipal [35261]",2016,Crime severity index,,81.93
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2006,Crime severity index,,81.97
"Greater Sudbury, Ontario, municipal [35290]",2004,Crime severity index,,81.98
"Sault Ste. Marie, Ontario, municipal [35262]",2011,Crime severity index,,82.11
"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]",2006,Crime severity index,,82.19
"Chatham-Kent, Ontario, municipal [35009]",2011,Crime severity index,,82.2
"Kirkland Lake, Ontario, Ontario Provincial Police, municipal [35477]",2017,Crime severity index,,82.2
"Huntsville, Ontario, Ontario Provincial Police, rural [35631]",2003,Crime severity index,,82.23
"Hanover, Ontario, municipal [35005]",2008,Crime severity index,,82.24
"Cornwall, Ontario, municipal [35076]",2016,Crime severity index,,82.32
"Ottawa, Ontario, municipal [35010]",2004,Crime severity index,,82.36
"Windsor, Ontario, municipal [35331]",2015,Crime severity index,,82.4
"Akwesasne Mohawk, Ontario, municipal [35002]",2002,Crime severity index,,82.41
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",2003,Crime severity index,,82.44
"Greater Sudbury, Ontario, municipal [35290]",2019,Crime severity index,,82.44
"Peterborough, Ontario, municipal [35222]",1998,Crime severity index,,82.45
"Essex County (Essex), Ontario, Ontario Provincial Police, municipal [35101]",1998,Crime severity index,,82.48
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2016,Crime severity index,,82.49
"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal [35063]",2011,Crime severity index,,82.52
"Orillia, Ontario, Ontario Provincial Police, municipal [35465]",2012,Crime severity index,,82.52
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2017,Crime severity index,,82.52
"Toronto, Ontario, municipal [35304]",2008,Crime severity index,,82.53
"Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal [35219]",2019,Crime severity index,,82.53
"Akwesasne Mohawk, Ontario, municipal [35002]",2015,Crime severity index,,82.54
"Gananoque, Ontario, municipal [35114]",2007,Crime severity index,,82.56
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2017,Crime severity index,,82.58
"Superior East (Wawa), Ontario, Ontario Provincial Police, municipal [35375]",2020,Crime severity index,,82.58
"Thunder Bay, Ontario, municipal [35299]",2015,Crime severity index,403,82.62
"Woodstock, Ontario, municipal [35013]",2000,Crime severity index,,82.66
"Hamilton, Ontario, municipal [35125]",2010,Crime severity index,,82.66
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2010,Crime severity index,,82.66
"Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal [35022]",2004,Crime severity index,,82.76
"Grey Bruce (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35489]",2006,Crime severity index,,82.89
"London, Ontario, municipal [35162]",2019,Crime severity index,,82.96
"Owen Sound, Ontario, municipal [35212]",2002,Crime severity index,,83
"Brighton, Ontario, Ontario Provincial Police, municipal [35017]",1999,Crime severity index,,83
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2009,Crime severity index,,83
"Greater Sudbury, Ontario, municipal [35290]",2005,Crime severity index,,83
"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal [35047]",1999,Crime severity index,,83
"Kawartha Lakes, Ontario, municipal [35157]",2005,Crime severity index,,83
"Bruce Peninsula, Ontario, Ontario Provincial Police, rural [35626]",2009,Crime severity index,,83
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",2016,Crime severity index,,83
"Aylmer, Ontario, municipal [35014]",1999,Crime severity index,,83
"Owen Sound, Ontario, municipal [35212]",2001,Crime severity index,,83
"Niagara Region (St. Catharines), Ontario, municipal [35196]",2005,Crime severity index,,83.13
"Kenora, Ontario, Ontario Provincial Police, municipal [35150]",2016,Crime severity index,,83.13
Ontario [35],2003,Crime severity index,,83.15
"Brockville, Ontario, municipal [35046]",2016,Crime severity index,,83.23
"James Bay, Ontario, Ontario Provincial Police, rural [35211]",2018,Crime severity index,,83.24
"Clinton, Ontario, Ontario Provincial Police, municipal [35479]",2001,Crime severity index,,83.25
"Timmins, Ontario, municipal [35289]",2006,Crime severity index,,83.3
"Trenton, Ontario, municipal [35307]",2000,Crime severity index,,83.33
"Renfrew, Ontario, municipal [35247]",1998,Crime severity index,,83.36
"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal [35215]",2017,Crime severity index,,83.36
"Ottawa, Ontario, municipal [35010]",2006,Crime severity index,,83.42
"Dryden, Ontario, municipal [35084]",2015,Crime severity index,,83.44
"Strathroy-Caradoc, Ontario, municipal [35282]",2000,Crime severity index,,83.47
"Nipigon, Ontario, Ontario Provincial Police, rural [35586]",2008,Crime severity index,,83.47
"Belleville, Ontario, municipal [35027]",2014,Crime severity index,,83.52
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2003,Crime severity index,,83.53
"Dryden, Ontario, municipal [35084]",2005,Crime severity index,,83.56
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2012,Crime severity index,,83.58
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2010,Crime severity index,,83.61
"North Bay, Ontario, municipal [35197]",2018,Crime severity index,,83.64
"Waterloo Region (Kitchener), Ontario, municipal [35291]",2004,Crime severity index,,83.66
"Hanover, Ontario, municipal [35005]",2009,Crime severity index,,83.68
"Peterborough, Ontario, municipal [35222]",2005,Crime severity index,,83.71
"Bancroft, Ontario, Ontario Provincial Police, rural [35553]",2003,Crime severity index,,83.73
"Bracebridge (Muskoka Lakes & Georgian Bay), Ontario, Ontario Provincial Police, rural [35541]",2004,Crime severity index,,83.75
"Arnprior, Ontario, Ontario Provincial Police, rural [35120]",2006,Crime severity index,,83.85
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2004,Crime severity index,,83.88
"Huron East, Ontario, Ontario Provincial Police, municipal [35480]",1999,Crime severity index,,83.89
"Temiskaming Shores, Ontario, municipal [35192]",2003,Crime severity index,,83.89
"North Bay, Ontario, municipal [35197]",2003,Crime severity index,,83.89
"London, Ontario, municipal [35162]",2018,Crime severity index,,83.89
"Keewatin, Ontario, Ontario Provincial Police, municipal [35030]",2003,Crime severity index,,83.92
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",2019,Crime severity index,,83.92
"Thunder Bay, Ontario, municipal [35299]",2013,Crime severity index,,83.95
"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal [35140]",2011,Crime severity index,,83.99
"Northumberland (Cramahe), Ontario, Ontario Provincial Police, municipal [35113]",2003,Crime severity index,,84
"Peterborough, Ontario, municipal [35222]",2000,Crime severity index,,84.11
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",2010,Crime severity index,,84.12
"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]",2020,Crime severity index,,84.13
"Dufferin (Orangeville), Ontario, Ontario Provincial Police, municipal [35204]",2000,Crime severity index,,84.17
"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal [35028]",2004,Crime severity index,,84.2
"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal [35476]",2017,Crime severity index,,84.26
"Sarnia, Ontario, municipal [35261]",2015,Crime severity index,,84.28
"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal [35028]",2000,Crime severity index,,84.31
"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]",2010,Crime severity index,,84.35
"Greater Sudbury, Ontario, municipal [35290]",2010,Crime severity index,,84.36
"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal [35140]",2008,Crime severity index,,84.39
"Woodstock, Ontario, municipal [35013]",2015,Crime severity index,,84.42
"Sault Ste. Marie, Ontario, municipal [35262]",2005,Crime severity index,,84.44
"Orillia, Ontario, Ontario Provincial Police, municipal [35465]",2011,Crime severity index,,84.45
"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal [35058]",2001,Crime severity index,,84.49
"Ottawa, Ontario, municipal [35010]",2005,Crime severity index,,84.53
"Timmins, Ontario, municipal [35289]",2013,Crime severity index,,84.53
Ontario [35],2002,Crime severity index,,84.54
"London, Ontario, municipal [35162]",2012,Crime severity index,,84.54
"Stratford, Ontario, municipal [35281]",2010,Crime severity index,,84.58
"Port Hope, Ontario, municipal [35235]",1998,Crime severity index,,84.64
"Niagara Region (St. Catharines), Ontario, municipal [35196]",2006,Crime severity index,,84.73
"Superior East, Ontario, Ontario Provincial Police, rural [35577]",2020,Crime severity index,,84.75
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",2005,Crime severity index,,84.78
"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal [35037]",2004,Crime severity index,,84.83
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2018,Crime severity index,,84.84
"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal [35164]",2004,Crime severity index,,84.87
"Trenton, Ontario, municipal [35307]",2002,Crime severity index,,84.9
"Ottawa, Ontario, municipal [35010]",2000,Crime severity index,,84.94
"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]",2001,Crime severity index,,85
"St. Thomas, Ontario, municipal [35258]",2006,Crime severity index,,85
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",2015,Crime severity index,,85
"Kawartha Lakes, Ontario, municipal [35157]",2013,Crime severity index,,85.18
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2007,Crime severity index,,85.23
"Greenstone, Ontario, Ontario Provincial Police, rural [35688]",2015,Crime severity index,,85.26
"Greenstone, Ontario, Ontario Provincial Police, rural [35688]",2016,Crime severity index,,85.27
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2005,Crime severity index,,85.36
"Russell County (Casselman), Ontario, Ontario Provincial Police, municipal [35180]",2019,Crime severity index,,85.42
"Kawartha Lakes, Ontario, municipal [35157]",2001,Crime severity index,,85.43
"Chatham-Kent, Ontario, municipal [35009]",2003,Crime severity index,,85.44
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",2020,Crime severity index,,85.45
"Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal [35022]",2008,Crime severity index,,85.51
"Bancroft, Ontario, Ontario Provincial Police, rural [35553]",2006,Crime severity index,,85.57
"Stratford, Ontario, municipal [35281]",2018,Crime severity index,,85.78
"Kawartha Lakes, Ontario, municipal [35157]",2000,Crime severity index,,85.85
"Sarnia, Ontario, municipal [35261]",2018,Crime severity index,,85.86
"Sarnia, Ontario, municipal [35261]",2006,Crime severity index,,85.94
"North Bay, Ontario, municipal [35197]",1998,Crime severity index,,85.99
"Toronto, Ontario, municipal [35304]",2004,Crime severity index,,85.99
"Collingwood, Ontario, Ontario Provincial Police, municipal [35491]",2008,Crime severity index,,85.99
"Thunder Bay, Ontario, municipal [35299]",2017,Crime severity index,,86
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2009,Crime severity index,,86
Ontario [35],2000,Crime severity index,,86
